test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-6105,User Role Test,GitHub Actions,Safari,windows-latest,Java,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at UserRoleTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,0,61,24.94,2911,False,Forward to developer: application behaviour does not match expected specification,True,2025-03-19T00:00:00
SEL-6102,Report Export Test,Azure DevOps,Firefox,macos-latest,Python,GCP,hotfix,application_defect,test,Test Failure,AssertionError: Page title mismatch — Expected 'Dashboard' but found '404 Page Not Found',AssertionError at ReportExportTest.assertBusinessRule() — logic defect detected,HIGH,N/A,N/A,1,30,24.01,1190,False,Forward to developer: application behaviour does not match expected specification,True,2025-11-21T00:00:00
SEL-4060,Logout Test,CircleCI,Chrome,ubuntu-latest,JavaScript,Azure,feature-x,application_defect,deploy,Configuration Error,SSLError: SSL certificate verification failed for test environment endpoint,WebDriverException at WebDriver.initialize() — driver binary not found,CRITICAL,N/A,N/A,1,15,91.84,3012,True,Restart test environment services and verify all dependencies are running,True,2025-12-23T00:00:00
SEL-1056,Form Validation Test,GitLab CI,Chrome,windows-latest,Python,On-Prem,main,locator_issue,test,Test Failure,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,HIGH,.checkout-form,[data-testid='modal-close'],0,65,59.08,1597,False,Locator changed after UI refactor. Use '[data-testid='modal-close']' instead of '.checkout-form',False,2025-12-21T00:00:00
SEL-5105,Session Timeout Test,GitHub Actions,Chrome,windows-latest,JavaScript,Azure,release,network_api_error,test,Network Error,requests.exceptions.ConnectionError: HTTPSConnectionPool — Max retries exceeded for URL,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,4,111,31.45,1417,True,Verify API service health before test execution using smoke tests,True,2025-07-24T00:00:00
SEL-5090,Product Search Test,Azure DevOps,Firefox,windows-latest,Java,GCP,feature-x,locator_issue,test,Network Error,AssertionError: Expected HTTP 200 but received 503 from /api/v1/products,ReadTimeout at ProductSearchTest.validateAPIResponse(),MEDIUM,N/A,N/A,2,134,31.84,815,True,Verify API service health before test execution using smoke tests,True,2025-11-20T00:00:00
SEL-2094,Dashboard Load Test,CircleCI,Edge,windows-latest,Python,GCP,main,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at DashboardLoadTest.waitForElement() — implicit wait too short,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",4,66,31.73,1255,True,"Replace 'WebDriverWait(driver, 5)' with explicit wait: WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",False,2025-05-09T00:00:00
SEL-6127,Profile Update Test,Azure DevOps,Edge,ubuntu-latest,Python,AWS,feature-x,application_defect,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at ProfileUpdateTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,10,33.07,1766,False,This is an application-level defect. Raise a bug report for the development team,True,2025-10-18T00:00:00
SEL-2113,Form Validation Test,CircleCI,Safari,windows-latest,JavaScript,Azure,feature-x,test_data_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(2),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",3,116,49.51,2323,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-03-16T00:00:00
SEL-6118,Filter Test,GitHub Actions,Firefox,ubuntu-latest,C#,Azure,develop,application_defect,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at FilterTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,0,88,39.33,2309,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-10-12T00:00:00
SEL-5014,Order History Test,Azure DevOps,Chrome,macos-latest,C#,AWS,develop,synchronization_issue,test,Network Error,ReadTimeout: HTTPSConnectionPool read operation timed out after 30 seconds,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,3,91,41.1,966,True,Increase API request timeout configuration for slow test environments,True,2025-04-10T00:00:00
SEL-4015,Form Validation Test,GitHub Actions,Edge,ubuntu-latest,Python,GCP,hotfix,environment_failure,build,Configuration Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,3,32,92.93,6333,False,Restart test environment services and verify all dependencies are running,True,2025-12-15T00:00:00
SEL-4094,Session Timeout Test,CircleCI,Safari,macos-latest,Java,GCP,release,environment_failure,deploy,Dependency Error,SSLError: SSL certificate verification failed for test environment endpoint,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,1,11,90.92,4033,True,Check Selenium Grid hub availability and ensure test node is registered,True,2025-09-14T00:00:00
SEL-2129,Logout Test,Jenkins,Firefox,ubuntu-latest,Python,GCP,main,application_defect,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,ElementClickInterceptedException at LogoutTest.clickButton() — overlay not dismissed,HIGH,driver.implicitly_wait(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",1,282,19.52,2923,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-09-01T00:00:00
SEL-1106,File Upload Test,CircleCI,Edge,ubuntu-latest,Java,Azure,release,locator_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,#register-link,[data-testid='submit'],2,24,35.21,1175,False,Locator changed after UI refactor. Use '[data-testid='submit']' instead of '#register-link',False,2025-04-26T00:00:00
SEL-4023,Multi-Tab Navigation Test,Jenkins,Safari,windows-latest,Java,Azure,develop,environment_failure,test,Resource Exhaustion,WebDriverException: Chrome browser failed to launch — ChromeDriver version mismatch,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,4,26,93.23,7637,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-08-03T00:00:00
SEL-1024,Report Export Test,Azure DevOps,Safari,macos-latest,JavaScript,AWS,main,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.hero-cta-button,"NoSuchElementException at ReportExportTest.findElement(By.cssSelector("".hero-cta-button""))",MEDIUM,.hero-cta-button,[data-testid='email-input'],0,18,49.83,1927,False,Replace brittle CSS selector '.hero-cta-button' with data attribute '[data-testid='email-input']',False,2025-11-07T00:00:00
SEL-6106,Password Reset Test,CircleCI,Firefox,macos-latest,JavaScript,GCP,main,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at PasswordResetTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,0,90,43.94,1463,False,Forward to developer: application behaviour does not match expected specification,True,2025-08-13T00:00:00
SEL-1084,File Upload Test,CircleCI,Chrome,ubuntu-latest,JavaScript,GCP,main,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#submit-btn},ElementNotInteractableException at FileUploadTest.sendKeys(),MEDIUM,#submit-btn,[data-testid='email-input'],1,79,47.72,3755,True,Replace brittle CSS selector '#submit-btn' with data attribute '[data-testid='email-input']',False,2025-10-20T00:00:00
SEL-3036,Session Timeout Test,GitHub Actions,Firefox,windows-latest,JavaScript,Azure,main,test_data_issue,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,50,23.78,1424,False,Re-seed test database with fresh test data before execution,True,2025-08-21T00:00:00
SEL-3095,Dashboard Load Test,GitHub Actions,Safari,windows-latest,Python,AWS,feature-x,test_data_issue,test,Test Failure,DataNotFoundException: Test coupon code 'SAVE20' expired or not seeded in test DB,DataNotFoundException at TestDataHelper.fetchRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,30,30.14,526,False,Re-seed test database with fresh test data before execution,True,2025-10-25T00:00:00
SEL-6103,Order History Test,GitHub Actions,Firefox,macos-latest,C#,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at OrderHistoryTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,1,76,58.88,2463,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-06-14T00:00:00
SEL-3086,User Role Test,GitLab CI,Edge,macos-latest,Python,Azure,release,test_data_issue,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,AssertionError at UserRoleTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,24,12.71,1940,True,Validate test data availability in @BeforeEach setup method,True,2025-04-18T00:00:00
SEL-5031,File Upload Test,Jenkins,Firefox,macos-latest,C#,On-Prem,feature-x,environment_failure,test,Network Error,AssertionError: Expected HTTP 200 but received 503 from /api/v1/products,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,3,53,25.55,1118,True,Add retry logic with exponential backoff for transient network failures,True,2025-06-30T00:00:00
SEL-2099,Payment Test,CircleCI,Edge,macos-latest,C#,Azure,hotfix,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,time.sleep(2),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",3,269,21.01,2964,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-03-24T00:00:00
SEL-2002,API Response Test,Azure DevOps,Safari,ubuntu-latest,C#,Azure,develop,locator_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,TimeoutException at APIResponseTest.waitForElement() — implicit wait too short,MEDIUM,"WebDriverWait(driver, 5)","WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",3,40,22.75,940,True,"Replace 'WebDriverWait(driver, 5)' with explicit wait: WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",False,2025-06-25T00:00:00
SEL-6061,Form Validation Test,GitLab CI,Safari,macos-latest,C#,GCP,develop,application_defect,test,Test Failure,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,HIGH,N/A,N/A,0,87,31.69,2085,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-11-23T00:00:00
SEL-6116,Multi-Tab Navigation Test,GitLab CI,Firefox,windows-latest,Python,Azure,main,application_defect,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at Multi-TabNavigationTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,28,48.64,2694,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-07-23T00:00:00
SEL-1138,Profile Update Test,CircleCI,Firefox,macos-latest,Java,On-Prem,develop,locator_issue,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,MEDIUM,//span[text()='Proceed'],//button[@data-qa='pay-now'],1,64,46.68,1983,False,Replace brittle CSS selector '//span[text()='Proceed']' with data attribute '//button[@data-qa='pay-now']',False,2025-07-04T00:00:00
SEL-6089,API Response Test,GitLab CI,Chrome,windows-latest,Python,AWS,release,application_defect,test,Test Failure,Failed to complete the action on the web application.,Exception at generic_handler.py,CRITICAL,N/A,N/A,0,55,34.42,1781,False,This is an application-level defect. Raise a bug report for the development team,True,2025-08-11T00:00:00
SEL-2089,Multi-Tab Navigation Test,CircleCI,Firefox,macos-latest,Java,On-Prem,hotfix,synchronization_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,time.sleep(1),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",3,276,31.59,878,True,Increase timeout and add explicit visibility check before interaction,False,2025-06-07T00:00:00
SEL-2005,Order History Test,Jenkins,Chrome,ubuntu-latest,Java,GCP,main,synchronization_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,TimeoutException at OrderHistoryTest.waitForElement() — implicit wait too short,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",4,271,29.56,1597,True,"Replace 'WebDriverWait(driver, 5)' with explicit wait: WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",False,2025-11-25T00:00:00
SEL-5048,Payment Test,GitHub Actions,Firefox,windows-latest,Python,GCP,develop,network_api_error,test,Network Error,requests.exceptions.ConnectionError: HTTPSConnectionPool — Max retries exceeded for URL,ReadTimeout at PaymentTest.validateAPIResponse(),HIGH,N/A,N/A,3,128,31.9,712,True,Increase API request timeout configuration for slow test environments,True,2025-06-04T00:00:00
SEL-4079,File Upload Test,GitLab CI,Chrome,ubuntu-latest,Java,Azure,develop,environment_failure,test,Dependency Error,EnvironmentError: Selenium Grid node is unavailable — no free nodes in the hub,ConnectionRefusedError at FileUploadTest.setupEnvironment(),HIGH,N/A,N/A,1,37,71.64,7459,True,Verify test environment Docker containers are healthy before test run,True,2025-12-03T00:00:00
