failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_01095,GitHub Actions,Java,deploy,Timeout,DependencyResolutionError,Could not resolve dependency 'requests>=2.0.0',package_manager.py line 77,Dependency resolver failed during install step,deploy | Timeout | DependencyResolutionError | Could not resolve dependency 'requests>=2.0.0' | package_manager.py line 77 | Dependency resolver failed during install step,FALSE,environment_config_issue
RCA_01100,GitLab CI,NodeJS,build,Timeout,TimeoutError,TimeoutError: waiting for element '#submit-button' exceeded 10 seconds,tests/orderService.test.js line 117,FAILED tests/orderService.test.js::test_api_response - UI locator or wait condition is unstable,build | Timeout | TimeoutError | TimeoutError: waiting for element '#submit-button' exceeded 10 seconds | tests/orderService.test.js line 117 | FAILED tests/orderService.test.js::test_api_response - UI locator or wait condition is unstable,TRUE,application_defect
RCA_00669,Azure DevOps,Go,build,Network Error,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 67,CI job exceeded memory limit during test execution,build | Network Error | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 67 | CI job exceeded memory limit during test execution,FALSE,test_script_issue
RCA_01469,CircleCI,Java,build,Dependency Error,VersionConflict,Version conflict: required spring-core==2.0.0 but installed spring-core==1.4.0,dependency_check.py line 87,Dependency version mismatch in CI environment,build | Dependency Error | VersionConflict | Version conflict: required spring-core==2.0.0 but installed spring-core==1.4.0 | dependency_check.py line 87 | Dependency version mismatch in CI environment,TRUE,dependency_issue
RCA_00853,Jenkins,Rust,test,Permission Error,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 35,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 35 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_01343,GitLab CI,Python,deploy,Resource Exhaustion,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 74,CI runner cannot write to report output directory,deploy | Resource Exhaustion | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 74 | CI runner cannot write to report output directory,TRUE,environment_config_issue
RCA_01380,Azure DevOps,Rust,test,Security Scan Failure,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 47,External service call timed out while running tests/user_service_test.rs::test_payment_validation | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Security Scan Failure | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 47 | External service call timed out while running tests/user_service_test.rs::test_payment_validation | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,network_issue
RCA_01198,Jenkins,Go,test,Permission Error,KeyError,KeyError: 'APP_ENV',app/config.py line 105 in load_config,Missing environment variable in CI runner,test | Permission Error | KeyError | KeyError: 'APP_ENV' | app/config.py line 105 in load_config | Missing environment variable in CI runner,TRUE,environment_config_issue
RCA_00280,GitHub Actions,Rust,deploy,Security Scan Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 49,Configuration file path does not exist in CI environment,deploy | Security Scan Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 49 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00332,Azure DevOps,Rust,test,Timeout,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 79,Disk full while restoring cache or building image,test | Timeout | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 79 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00188,GitLab CI,Rust,deploy,Deployment Failure,SASTFinding,SAST found SQL injection risk in function 'get_user_profile',src/config.rs line 135,Static analysis found security issue,deploy | Deployment Failure | SASTFinding | SAST found SQL injection risk in function 'get_user_profile' | src/config.rs line 135 | Static analysis found security issue,FALSE,deployment_issue
RCA_01087,GitHub Actions,Rust,build,Timeout,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 103,Configuration file path does not exist in CI environment,build | Timeout | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 103 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_00812,Azure DevOps,C++,test,Build Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 44,Disk full while restoring cache or building image,test | Build Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 44 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00653,CircleCI,Java,test,Test Failure,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 50,Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Test Failure | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 50 | Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00426,Azure DevOps,NodeJS,build,Security Scan Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 114,Configuration file path does not exist in CI environment,build | Security Scan Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 114 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00872,Azure DevOps,NodeJS,deploy,Dependency Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 51,Configuration file path does not exist in CI environment,deploy | Dependency Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 51 | Configuration file path does not exist in CI environment,TRUE,deployment_issue
RCA_00474,Azure DevOps,Java,build,Build Failure,ImagePullBackOff,ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0',kubernetes/deploy.yaml line 117,Deployment failed because container image could not be pulled,build | Build Failure | ImagePullBackOff | ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0' | kubernetes/deploy.yaml line 117 | Deployment failed because container image could not be pulled,FALSE,deployment_issue
RCA_00368,GitHub Actions,Rust,test,Timeout,NameError,NameError: name 'paylod' is not defined,src/user_service.rs line 37 in get_user_profile,FAILED tests/user_service_test.rs::test_payment_validation - undefined variable raised from application code,test | Timeout | NameError | NameError: name 'paylod' is not defined | src/user_service.rs line 37 in get_user_profile | FAILED tests/user_service_test.rs::test_payment_validation - undefined variable raised from application code,TRUE,application_defect
RCA_01405,GitHub Actions,Java,deploy,Dependency Error,ConnectionTimeout,ConnectionTimeout: request timed out after 60 seconds,external_api_client.py line 78,External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_process_order,deploy | Dependency Error | ConnectionTimeout | ConnectionTimeout: request timed out after 60 seconds | external_api_client.py line 78 | External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_process_order,FALSE,network_issue
